Review,Score
"Forget about the critics, most of these people need to find a new job and stop hating on everything that comes out. 

Sit down, and just forget about the world around you for 2 hours. The movie was entertaining and while dystopian it was not too dark.
You can simply enjoy this as a family and have a good time together. If you like the 90s music, you will have some great songs popping up. 

This was an easily consumable, well done movie. You are paying for Netflix already, so just go watch it. ",5
"Why did Chris Pratt agree to this film? Love him , hated the movie. The good: the artistic creativity of the robots. The bad: Placing the robots over a little boy's life, making a statement referencing to robots , The Father, The Son and The Holy Ghost "" is pure blasphemy Plot what plot??. Did the ""Christian"" Pratt not fully read the script? Over 300 million dollars spent on garbage  could have built homes and fed the homeless.",1
"The Electric State is getting called a flop by critics, but I was engaged every second. It hit that perfect mix of humor and heart, with a strong Fallout and Zombieland vibe. The world felt real, almost nostalgic, like stepping into a version of childhood memories twisted by time.

The storytelling was solid, the pacing never dragged, and the emotional beats landed without feeling forced. It didn’t try to shove a message down my throat—just let the characters and world speak for themselves. I appreciated that it didn’t lean into Netflix’s usual trends, but honestly, that was an afterthought. The film stood on its own, and that’s what mattered.

Critics might call it a miss, but for me, it was a win.",5
"Fun, Great CGI, stellar cast, and a unique and interesting story.",5
"Ignore the critic reviews, this was a very fun watch. Great cast and great story with a lot of heart. ",5
"Tiene su encanto, pero se que al saber el presupuesto que se inviertio y su directore, me parece que le faltó algo, me gusta sus efectos ",3.5
I thought it was ok. A little on the cheesy side but ok.,3
"Efeitos especiais incriveis robozinho é o melhor de todos achei invrivel a grande batalha, mesmo não sendo uma historia impactante teve momentos que senti dó dos robos mesmo eles sendo maquinas nao humanas kk",5
Wish I could have those hours of my life back. Such a frustrating movie because it had so much potential and flopped extra extra hard. ,1.5
Really fun to watch !,5
"The Electric State es una buena película. La historia tiene sentido, visualmente es atractiva y resulta entretenida. No se entiende del todo el rechazo, porque cumple con lo que propone. Si te gusta la ciencia ficción con una estética bien lograda, vale la pena verla.",5
"Though I have seen mixed reviews so far, I would recommend the film for a cosy afternoon with the family. It has a great cast, a heartwarming story and an authentic setting. I am a huge fan of the 50s dystopian style, similar to Fallout, that comes from the robots - even though it was supposed to have happened in the 90s onwards. The concept is typically believable with the possibilities of AI and human response. It could have stretched further with some shocking twists, and most of the action was over quickly yet spread evenly throughout. Perhaps this would have worked better as a series, where each section could have been explored further to immerse the watcher better, rather than skimming through at pace. Nevertheless, I loved each of the characters, and Chris Pratt brought his usual dry humour. It felt typical from the Russo brothers in that I felt it covered everything I wanted for a happy afternoon chilling out with a film. Thank you for cheering up a rainy weekend, Netflix. I would happily go back to this and could see it becoming a family classic over time.",4
"Will go down in history as one of the worst movies per dollar of budget expended.  It's truly a sight to behold, rivals Postman and Waterworld in terms of just how bad it truly is.",0.5
"This is one of those movies that is thoroughly enjoyed only when you ""suspend reality""! After all, most movies have ""plausible premise"" and ""implausible storyline."" And while others will tell you it grants optimistic viewers the higher power of knowing how things are going to work out; so what? Allow yourself to enjoy the flow! The movie is HIGHLY creative. Animation is top drawer. Chris Pratt has a familiar ""Han Solo-type"" role but delivers a more fragile feel than his typical hero. Millie BB plays the rescuer to a T. Visually stunning with a solid soundtrack. Give yourself over to abandonment and watch it! ",5
"The critics are increasingly becoming an inbred class of irrelevant elitist morons. The Electric State isn't the most original film ever made, but the characters are likable and the script delivers some moral questions, heartfelt moments, and some chuckles as well as some very well done special effects (think, District 9), and some memorable robots. Pratt and Brown are both enjoyable leads, and I would watch it again. ",4
I think the Russos make the perfect middling — expensive yet boring —be on your phone — kind of films. Not offensive and completely forgettable ,1
"I tried to get through it.  Love the cast and book, but it felt very blah, very cookie cutter.  Jason Alexander can't catch a break.  ",0.5
People are looking for the most incredible movie instead of just a fun alternate timeline movie. This story line is not a multiple movie series like endgame. It just a fun movie about an alternate timeline where ai and technology advance out of our control. Enjoy the ride. ,3.5
"This movie does not deserve the slapping down it is receiving.

This is no next epoch of cinema, however it is greatly entertaining for the visuals alone. Maybe in terms of money it can smell a bit rancid, but the sets, actors and effects all held up for me and i had a great experience.

Having previously seen Tales from the Loop (Same Author), this is far more fun and visually striking.

There are some cringe moments, mainly at the start, but once the ball is rolling it reaches a satisfying conclusion. Far better than a majority of slop we receive on Netflix with dud ends.",4.5
"One of the greatest movies. I'm so glad Netflix made it didn't go to theaters. Hollywood thinks we are all rich and can afford $40-$80 outings to movies. They all want theatrical releases, but news flash: we broke. I need all movies straight to streaming. I could care less about theaters or that whole romantic idea of movie-going. Yeah, it was nice. But what is nicer? Streaming at home relaxed when I want to. ",5
This movie was very entertaining and made the two hours it lasted go by fast.,5
"Don't listen to the self-aggrandizing critics who clearly feel they can write better stories even though their written reviews are subpar at best. 
The movie was good, the ending message was good, it's not yet another hooker movie which is ""critic""ally-acclaimed... this is something you can enjoy.",5
"The beginning makes you think this actually looks pretty good, then you watch the rest of the movie and its just meh as hell.",1.5
"With an impressive cast, I was prepared to be electrified, but only experienced a lackluster spark.  Great visuals minus a weak script, equals an OK cinematic experience. ",3
"So, I've seen worse and seen better, but don't think it deserves all the hate its getting.  The CGI is fantastic, and although the story line was kind of weak, all in all its not a bad waste of 2 hours.  The only fact I can state is I believe this movie cements the fact that Millie Bobby Brown cannot carry a movie. ",2.5
"I really enjoyed the movie ! Fun family movie like the fun. Movies of the 80's ! A Definate Watch !!



",4.5
The Electric State is not the trainwreck that critics across the nation would make you believe. It’s certainly not groundbreaking or good either but rather in between. The Electric state is a reinvisioning the 90s of our world if we included robots/AI technology into our everyday lives. Now you heard this story before the machines rise up and the U.S. ends up kicking out the robots and putting them in their own area surrounded by a huge wall. Sound familiar? The Russo brothers seem to have a lot to say here but then again don’t really. In fact it’s surprising to see how sloppy they have become as filmmakers after making one of the best Avenger films ever. This movie overuses bad looking CGI throughout where it looks like you are watching a video game. Chris Pratt delivers the comedic performance while Millie Bobby Brown is more on the serious side. The movie has it’s fun parts but for the most part is very flat. Electric State gets a 2 star rating out of 5. ,2
I really enjoyed the film. It’s a fun movie and the special effects were great. It’s much better than most new streaming movies. Way better than these so called critic scores. ,3.5
"Critics panned this movie, and I was hesitant to watch it even though I’d been looking forward to its release. I am glad I didn’t listen to the critics. This is a great sci-fi movie. The special effects are amazing. The acting is strong. The storyline is engaging and relevant. It is worth your time to watch it!",4
I thought this was a great movie ! It was fun and light with great actors . Some good action and I loved HERM! A+ ,5
"Wow! So much hate out there. I really enjoyed Electric State. While it’s not quite the family friendly romp it’s billed to be, it’s still a good story, acted well and the effects are fantastic. Give it a shot, it’s worth it",5
Lazy uninspired misfire. The script should have never been approved. Impossible to believe the directors of End Game made this mess. Can’t even bother with a breakdown just avoid it at all costs so Netflix will get the message to stop spending so much money are garbage scripts. ,1
Love it fun Lil epric ,5
Don't believe the critics. I really enjoyed this movie. It was a lot of fun!,4.5
Incredible film with a touching message. Wonderfully executed and was engaging throughout.,5
I even don't know how to start... Boring... boring... Afrer 45 seconds you know how it ends... waste of time,0.5
"You like Robots? You willl love The Electric State! 

If you like robots, you will love this movie. If you are an overly critical person and enjoy finding flaws in art more than appreciating its beauty, then you should still like this movie—because it's practically flawless.

Adapted from Simon Stålenhag’s haunting yet slightly whimsical book, The Electric State brings to life a world that’s both eerily desolate and unexpectedly tender. The film does an admirable job of filling in the narrative gaps left by the source material, providing a coherent and satisfying backstory for why society has crumbled the way it has. It doesn’t over-explain, but gives enough context to ground the viewer without stripping away the mystery.

The humor is well-timed and subtle, offering lightness without undermining the melancholy atmosphere. Most importantly, the robot-human relationships feel genuine, nuanced, and touching—never awkward or forced. There’s a fine line between charming and creepy when it comes to AI companions, and this movie nails it.

Visually stunning, emotionally resonant, and narratively sound, The Electric State is a rare example of a sci-fi adaptation that stays true to its artistic roots while making the story accessible and engaging for a wide audience.


---

Would you like me to make it shorter or give it a star rating too?

",5
Original escapism sci fi.,5
I've seen worse movies...  A lot worse.  🤔,3.5
"Sh*ttiest movie ever made, the main character’s personality is messed up, action scenes are just trash, and many plot holes, 1/10",0.5
"Visually pretty, though very reminiscent of past productions such as ""tales from the loop"" and ""electric dreams"", entertaining enough with a fine cast including Stanley Tucci, Millie Bobby Brown and Chris Pratt, who is very much being 'Chris Pratt' here, but I think it worked for the role. The problem lies in an insipid, vapid story line, by the beginning of the last act I was ready for it to end. If as much attention was given to the writing as was given to the production/CGI they could have had something great here.",3
"Look it's a 7/10 film, it's fun and it is has a heart. I have scored it an 8/10, this is just because the critics are souless husks and it doesn't deserve the low scores. ",4
"This is why I don't listen to movie critics, they just like to hear their own voices. I don't know the source material for The Electric State, but I thoroughly enjoyed it. It is great escapism for 2 hours. To me, that's all that's needed. I don't need deep meaning, perfect storyline, bold messages. Pure entertainment is what I sought and that's what I got. It was fun, visually stunning, and well acted. ",3.5
"Nothing interesting, the movie is too long and the acting wasn’t convincing",1.5
"Fun, family-friendly movie with an amazing cast! It doesn’t deserve the hate it’s getting from the critics.  There tends to be harsher feedback on movies based on books and I think that’s what’s happening here. Watch the movie for what it is and you will enjoy it. ",5
"The Electric State is the best demonstration of misappropriation and misinterpretation of source material I have ever witnessed. Hollywood and the streaming media machine strikes again, borderline offensively  turning Simon Stålenhags dark and atmospheric apocalyptic cyberpunk horror thriller into this utterly pointless mess.

At the end of the day, it's perhaps my fault for having hope in the first place. The Russo brothers, the cast and the budget were all huge red flags. I should have set my expectations very, very low. Even then, I'd still have been shocked by this.

What an abysmal experience and a wasted opportunity. Would have loved for this I.P to have been placed in talented and respectable hands. And there's talk of the Russo's flogging this off as a TV show and a mobile game next....

All the fake positive audience reviews can't save it. 14% well deserved.

Absolutely disgusting (Sorry Simon).

",0.5
"Ignore the critics, they all have a bee in their bonnet for some reason. Most probably ""iTs NoT lIkE tHe SoUrCe MaTeRiAl"" wah, wah, wah. It's a good, fun movie. Millie and Chris working well with the cast, Chris playing the usual character type that he does (sorry Chris but you do at least do it well!) A great, barely hidden, message about people being plugged in all the time and laughs and tears all the way. Great family fun movie!",4.5
"I quite enjoyed watching this movie, a young lady looking for her brother ends ups making friends with unlikely characters that become family. It's full of funny parts and some sad. Remember it's a movie. Just enjoy it, we tend to concentrate too much on the negative instead of enjoying the overall. Great family movie, I would recommend to anyone.  ",5
"A totally enjoyable, take-your-brain-out adventure romp. As for the critics reviews, it just goes to further show that they don't know their audiences preferences for a Saturday nights viewing. Well done the Russo brothers.",4.5
"I Big Budget Movie also needs  Great Writers !!

",0.5
"Like many of said I too wonder why the critics were so hard on this movie. Also, book snobs - the ""this wasn't like the book"" group who are more interested in showing off they read than in actually reviewing the movie. This movie was fun, an interesting take on robots and yeah, the storyline wasn't compelling but the film did what films should do - entertain. ",4.5
Couldn't get past the fact that MBB is supposed to be a teenager in this but looks like she's 30 with 3 kids. She's obviously outgrown these roles.,2.5
Ignore critics. This is a good sit down and chill to an entertaining movie. Not everything needs to be an oscar to be worth enjoying.,5
It is an immensely enjoyable movie. Critics have banded together to slander it for some odd reason.,5
It was a fun movie. There were a lot of funny parts.,4
It’s not as bad as critics are making it out to be.  It’s a 7/10 ,3.5
"great movie to watch. 
critics are banded together to purposely hate the movie through other reasons besides the movie itself.....",5
"I actually watched this after seeing a news article calling it one of the worst films ever made.  Ignore the critics and the bad reviews, was a enjoyable and easy to watch movie definitely worth your time.  
Not winning any acting guild awards but follows no pretentious artsy nonsense the critics seem to think people watch a movie for, rather than just entertainment.
",4
"The movie is nothing like the source material, the plot is everywhere and doesn't have any atmosphere of the books also why the hell is mr peanut in it and why is chris pratt in it , so many mis steps. Giant cash grabbing advertisement if you ask me. An Incredibly boring waste of time.",0.5
"Family film, perfect for enjoying a good time",5
"The Electric State is a $320 million t**d polished to a deceptive sheen, a textbook case of Netflix’s prestige-drama rot gone cinematic. Five minutes in, and you’re drowning in clichés so tired they’re practically fossilized: a smug kid aces an exam, Millie Bobby Brown storms in with teary-eyed platitudes about “changing the world,” and a robot T-shirt sparks the most ham-fisted conflict imaginable—all set to syrupy music that begs you to feel something for this hollowed-out husk. It’s a simulacrum of sci-fi, pillaging every IP from Terminator to Wall-E and leaving nothing but a steaming pile of recycled trash. Millie’s try-hard sincerity grates, the dialogue’s a vomit-inducing slog, and the budget only amplifies the sin—every dollar screams wasted potential. This isn’t a film; it’s a cynical cash-grab for distracted scrollers, a superficial noise-fest that makes the world uglier. Turn it off before the stench sticks—four minutes was enough. 
",1
"I dont get the hate, I actually enjoyed watching it. Kinda cliché but not bad.",4.5
"The attraction to this film is the robots, but their novelty soon wears off and ultimately its less about them and once more about humans exploiting humans. the fact that you have technology far in advance of today's, with drones, neural networks, laser guns etc alongside 80s/90s technology doesn't work, the technology spreads around",2
"This is a great movie, and while it may not meet the pretentious criteria of critics, it's actually an enjoyable watch. Pay more attention to the audience score, lesson learned.",5
This is a good turn off your brain movie. It also has a great soundtrack! ,5
"It's a pretty awful, bland snoozefest. Evidence that high cost is not necessarily the same thing as high quality.",0.5
I'm so confused why critics are attacking this movie. It's super fun. Not the best thing i've ever seen but certainly not a 15%. Some of the characters feel a little miscast like Chris Pratt but otherwise still enjoyable. Definitely worth a watch.,3.5
"This is a great family movie with a great story. Visual effects are absolutely stunning. Brown and Pratt do a great job and the supporting cast of characters is amazing.

Another example of where the “critics” got it so so wrong with their reviews. 

Critics obsession with the budget of the movie is just strange. It doesn’t matter how much it cost, it’s nobody’s business, not relevant and shouldn’t factor into any movie review. 

5 stars! ",5
"I don't know why this is getting so much hate. What were people expecting? I wanted a visually spectacular film, with outstanding vfx,  some laughs and action. All of this was delivered, the acting was on point, the robots covered a fascinating range of sizes, personalities and states of decay. I just wish that we could have seen it on Imax!",4
"I'm not sure that these ""professional"" critics are that professional, but seems like every movie that they put a negative spin on ends up the normal, everyday person likes.

The Electric State isn't ""Marvel Avengers"" good but it's not as bad as these professional claim.

It's got a story that's good, fun and easy to follow. It was great to see the concept of the 90s with technology beyond what was actually had and the cast is good!
It was good for a chilled night in.

It's made and aimed at young adults, so there's not going to be lots of violence, gore or bad language but just enough action to keep you watching.

I'm starting to watch the movies these critics have ""bombed"" because I think they've lost the plot more than the movies they're bagging out.",4
"bad casting, bad writing, lame jokes. there shouldn't be jokes in this anyway.  I love the original comic art-book by  Simon Stalenhag. This is a very poor adaptation, maybe suitable for nickelodeon. AND HOW BAD ARE THOSE WIGS !!!!",0.5
Fun Popcorn Movie! Chris and Milly are awesome together! Must watch streaming movie! Give it a Chance,4.5
Loved the humor and the character interactions.  ,5
Well critics I don't know what film you were watching but it's wasn't this. Its a great fun movie that doesn't take itself too seriously. In the crazy world we are living in it's just what is needed to lift the mood. ,5
Critics have completely lost their touch. Film was a great and the 2 hours flew by. Highly recommend.,4
"This movie really only has three things going for it, a great cast of actors, a good premise, and amazing visuals. However the directing and the writing just aren't pulling their weight. The story tries to take on several topics while fleshing basically none of them out which is matched equally with how unfleshed out the characters are. There are SO MANY unearned moments with characters it is wild. The characters are also written flat and make it difficult to get attached to them, to the point where when the big dramatic music starts up and you're supposed to feel something for the loss of a character you just feel the obvious attempt of emotional manipulation, the movie screaming into your face ""You should feel sad now!"" Which that ends up being pointless anyway as (slight spoiler) every major character loss gets reversed, there is basically NO sacrifice.

What makes things worst though is the message, or rather messages they're rather clumsily but obviously trying to convey gets spelled out in a final narration at the end. It truly treats the audience like they're idiots. ""Here, you need to be sad now. Okay now this part, it's funny so you should laugh. Okay, now here's the whole moral of the story."" It's really unfortunate because I think they could have done something great with this premise but instead they just forced overused tropes and cringey one liners. The only good from this movie that I look forward to is the online critic reviews tearing it apart.",1.5
"Funny easy movie,great characters:)",5
"Critics are only there to destroy a film. There is no point in a critic anymore. Rotten tomatoes should be based on the audience score alone. It would make more sense. This film is very good, I enjoyed it a lot, the story, the actors are all amazing. All made possible by the amazing Russo brothers. Well done lads. ",5
"Honestly, everything has been done before. Human + robot war where they eventually reconcile. A new form of technology the protagonist is against. And it just doesn't add anything new to these tropes.",1
Great movie. Amazing special effects. Great voice acting.,5
I thought it was a great family movie,5
"Don't listen to critics, I think this is an enjoyable movie for family. ",4.5
"Really enjoyed it, it was a really fun film.  The main actors and voice actors were fantastic.",4.5
"It's a good film with a lot of effort and humanity put into it.  It's too bad miserable snobs trash it.  Anyone who gives this a low star review is only giving themselves that review. Self loathers will hate this film like they hate themselves and the world, but it is a good film. ",5
Really enjoyed this movie. I have no idea why the critics hate it so much. Further proof that critics have lost touch as to what the general audience wants. ,5
"Great movie, lots of fun. Ignore the idiots trying to trash this film ",5
"I respectfully disagree with the critics consensus, I had a great fun time with this movie, it never felt long or bloated, the plot was not revolutionary but worked well and got me engaged till the end. The visuals were outstanding, the performances were good (I have a soft spot for Chris Pratt and this kind of child-man roles he's taken along his carrer, like Andy or Starlord) and I thought it was an overall good movie. You could even say there's a bit of social commentary on some of nowaday issues like megacorporations, unstable billionaires, addiction and socials taking up most of nowadays lives.  ",4
"There is no better sign that something corrupt is going on than a Critic rating of 15% and an Audience rating of 76%.  There is no way that this film merits such a low score. Sure, it isn't going to win Best Picture at the Oscars but it was entertaining, plus had some fun and funny moments. For anyone who genuinely likes the sci-fi or post apocalyptic genres, this is a half-decent movie that I for one can see myself watching again at some point. 

Time to figure out these review disparities as they seem to be getting worse. ",4
"It's puzzling to me why everyone hates this movie. I think this movie is great, funny and very entertaining. Millie and Chris Pratt together are entertaining to watch. The graphic design are amazing, I loves all the robots, and the alternate 90's they created. Watch this movie peeps, don't let your blind hate towards Millie or your premature criticism stop you. ",4
"Its decent, good graphics, okay story(sick of millie and chris) but overall an okay movie, i dont get what critics are smoking to give this a 15%. This is why critics nowadays have no respect/credibility.

Overall, 3 out of 5 for me.",3
"Sinceramente um filme espetacular, n sou nenhuma crítica especializada em fillmes mas já vi muita coisa nessa vida é oque mais tenho visto é que a indústria cinematográfica tem pensado mais no que eles querem, no que eles acham certo, no que eles querem que agente aceite sem pensar . ja fazia um tempo que eu n assistia um filme tão tocante como the eletric state mostrando que a família é estremamente importante mesmo com seus problemas e erros, e que a vida está aqui no fisico no cara a cara e n em telas e inteligências artificiais criadas pelo homem, que mostra que a mente humana é mais poderosa que qualquer tecnologia, e que nada pode superar o contato humano, que se cerca da tecnologia é ignorar a humanidade e um erro, que querer fazer as pessoas aceitarem oque vc quer sem pensar nelas e no que realmente é correto n presta, e o filme mostro esatamente isso de uma forma ludica e divertida que vc nem vê o tempo passar ,e sinceramente n poderiam ter escolhido atores melhores pra mostrar essa verdade, ao meu ver a indústria cinematográfica e esatamente igual ao vilão, fria calculista que só vai falar bem e apoiar aquilo que se enquadra nos padrões dela, ou aquilo que eles acham que n vai afetar tanto oque eles querem ,mas quando algo grande incrivel e controverso ao oque eles querem sae  n presta , e um desastre, perda de dinheiro ,tempo e quem se envolvel é mediocri, eu só tenho uma coisa a dizer sobre isso eles tem medo da verdade ,pois a verdade liberta n precisamos do que eles falam que precisamos para ser feliz, sorrir dar uma risada, as vezes oque procuramos está mais perto do que imaginamos está do nosso lado mas a muito tempo n o vemos e n investimos nele ,e só ver oque eles tem elogiado e prestigiado nos últimos oscares assistam esse filme garanto que embora tenha uma história familiar simples n será apenas os efeitos especiais ,a atuação ou a trilha sonora que vão te imprecionar o filme e muito mais profundo do que parece e tem muito pra falar basta agente querer escutar ",5
"The Electric State is an absolutely mesmerizing film that combines stunning visuals, deep storytelling, and an unforgettable atmosphere. From the very first frame, you’re immediately drawn into this beautifully dystopian world. The film's CGI is mind-blowing, blending futuristic technology with a desolate, almost haunting landscape that feels both alien and familiar. What stands out most, for me personally, is the heart at the core of the story. Despite the grand scale of the world-building and the complexity of its technological concepts, The Electric State remains grounded in its emotional core.",5
"Finally something a little different, with comedy, action and a heart felt story line. Watched it once and watching it again with my kids tomorrow. ",5
"I don’t think the hate that this movie is getting is deserved. It’s not my favorite movie ever but I actually throughly enjoyed it. Has an all start cast, I didn’t even know Ke Huy Quan was in it and I’ve loved his acting ever since my favorite movie the Goonies. He was great in Loki as well and amazing in this. 

I will say the movie is a bit out there and I’m not sure who its target audience is as it has crude humor. I’m 28 and enjoyed though. I like that it is an original idea of a movie where all the movies right now are regurgitated remakes and those are never as good as the first movies. So original movies right now are what we need. I would recommend honestly and I’ll probably watch again sometime soon! ",4
It's just a real light hearted movie good watch ,5
"It's a tells us about real human connections. Heartwarming,  a must watch for everyone. More of this please Netflix !!!!!!",5
"You won't regret spending your time on this, it's not that bad as critics have called it. It's just doesn't match with it title that was promised.",3.5
"I think the critics were way too hard on the film.  The CGI really blew me away, but the story was surreal and had me engaged.  My friend referenced it to Toy Story and I'm partially with him on that.  I just really enjoyed it.",4
"The Electric State delivers a thrilling and heartwarming journey through an alternative, war-torn world that perfectly captures the essence of 1980s and 1990s family films. With Chris Pratt and Millie Bobby Brown leading a great cast that includes a personal favourite (Woody Harrelson as Mr Peanut), the movie weaves a delightful mix of humour, adventure, and nostalgic charm.

Set in an alternate, post-apocalyptic world where technology has dramatically altered society, the film brings the past into the future with its vivid, throwback aesthetic. The look and feel of the movie are strongly reminiscent of the beloved films from the 80s and 90s. It reminded my of a time when family movies had a perfect balance of goofy lighthearted adventure and underlying emotional depth with buckets of adventure poured on top. 

Millie Bobby Brown shines, with Chris Pratt providing the perfect balance of humour and heart as her gruff but caring companion. Their dynamic adds a sense of authenticity and warmth to the film, making their journey together a rollercoaster of both laughs and touching moments.  Their robotic companions never feel out of place, and add real charm to the movie. 

The humour in The Electric State is one of its strongest suits. The script is filled with clever quips and amusing interactions between characters, drawing on a light, family-friendly tone. It doesn’t shy away from moments of total absurdity, making it easy to see why this movie will resonate with audiences of all ages. The adventure is fast-paced, and kept us fully immersed while capturing that sense of fun and wonder that were found in classics like The Goonies or Batteries Not Included. 

In conclusion, The Electric State is a fun, visually stunning ride through a retro-futuristic world, with a perfect mix of humour, heart, and adventure. It's a throwback to the golden age of family films, and with a talented cast and a captivating story. It may not have a complex storyline, or make you think after the credits roll, but thats perfect for a film like this. 

On a more serious note, this is one of those movies that just hammers home how disconnected critics are from their supposed audience. Their job is to not what people want to see and to recommend, or not. Thats it, and the fact that they are so off the mark from audience scores just underlines how poor they are in knowing what people want, and how disconnected they are from movie fans.

Grab some popcorn, turn the brain down to 50% and just enjoy it!",4.5
"This movie stood at a great meh for me. The story made sense. Uniqueness was there however, I feel that this had oppression and real world relatable Ness going on due to current events. I don't really think things like this would happen though. It was definitely more like irobot and a mixture of other movies like The creator and finch. My Ratings (0-10 or NA) Emotions - 4 Uniqueness - 6 Script/Plot - 5 Relatability - 5  Acting - 5 Graphics/Realism - 6 Props - 4 Outfits - 4 Character Development - 4",3
"When you realise this film was directed by the same guys who directed TWS, CW and 2 of the highest grossing Avengers movies",3
"The critics got this one wrong… as they so often do. I wish film reviewers would stop writing articles using the critic ratings as an indication of the quality of a film. When it really comes down to it, it’s the audience’s opinion that should matter most. 

This movie was great. The robots were so creative and enjoyable to watch. The film gave viewers a new perspective on what a sentient robot, cast out from human society, would go through to creative a new kind of community for themselves. 

It had plenty of action, just enough comedy, and was very heartfelt the whole way through imo. I was 100% engrossed from beginning to end, and that’s saying a lot with my ADHD. 

Rotten tomatoes should start putting the audience’s ratings first and foremost, we’re the “real” people whose opinion matters. Not some @sshat who gets paid to sit, watch, and usually sh*t on one of dozens of films they watch each week. 

Tl;dr: Watch it. You won’t regret it. ",5
"I regret every moment I wasted watching this movie. It's too late for me, but it's not too late for you. Just say no to this drivel.",0.5
I have no clue what these top critics watched. I watched a completely different movie. It was funny and touching and unique. Perfectly casted. This is the best Movie Netflix has given us in a very long time. I give it a 95% must watch. Once again the Top Critics are dead wrong,5
"   No definable target audience. It's not suitable for pre-teens, yet too simple for anyone else.
I guess maybe the same audience that's into pro wrestling? 
   Another Millie Bobby Brown vehicle that tries to cash in on her popularity while trashing her budding career in the process. 
   Miss Brown had better be very careful in her choice of roles for a while as the IMdB list she's been building is going to make her name synonymous with flops..",1.5
"yes we need this type of film, its been missing for awhile",4.5
"Loved the perfomance of Giancarlo Esposito( Gus Fring)  in the movie. Really adds a personal touch, altough his role could have been better. 

Also its really refreshing to see Chris Pratt do something other than show his palms to a literal dinosaur to make them calm down. 

The jokes in the movie were either repeated or a hit or miss. But other than that, the movie is pretty awesome. Its also funny to see the tomatometer plummet, but popcornmeter  is pretty good . Love to see the audience in action. 

Its a classic kids/action movie and you might not like it, but your kids are going to love it.",4
"All the negative critics must have a very sad life to get no joy out of a weird, retro-1990's robot movie starring Mr. Peanut! Trust the viewer reviews which are overwhelmingly positive! ",4.5
"Freakin awesome! Fallout and idiocracy had a baby... cool action, hilarious, super relevant story, and a great message. Love it",5
"This was a lot of fun... I'm not sure what the critics were looking for? I guess it cost a lot to make, but the effects are fantastic, it had a great cast, and the script was good enough. The whole family enjoyed it on a Saturday night!",4.5
"I really enjoyed this movie, it’s something refreshing. Definitely a must see!!",5
What. Great movie with an amazing message to unplug.,5
"I would say, it is an interesting movie.",5
"this film was fantastic. My only issue was that they kept it a bit surface and didn't dive too deep. it was clear they wanted to make sure as many people could watch as possible. That said, I understand the choice, and wasn't impacted by it in terms of enjoyment. It was very touching and endearing relationships abound. 

The thing that's really bothering me is, this clearly demonstrates that the industry is bough and paid for when it comes to critics because a 15% critic score verses a 75% audience score is just too big a gap to ignore. That's the most upsetting part of this film.",4
Sometimes you just need a big dumb movie to sit back and watch. Doesn't deserve all the bad reviews. ,5
The fan score of 75% is an accurate rating... 95% of critics shouldn't be trusted when it comes to movies. Most are out of touch with society and what the majority of people like. This was a cute and quirky movie with some good laughs and an awesome soundtrack. ,4
"“The Electric State” is a visually stunning cinematic journey that masterfully blends retro-futuristic aesthetics with heartfelt storytelling. Set in an alternate 1990s, the film follows Michelle, portrayed by Millie Bobby Brown, as she embarks on a quest to find her missing brother, accompanied by a charming robot companion. The Russo brothers’ direction brings Simon Stålenhag’s graphic novel to life, capturing the essence of a world where technology and humanity intertwine. Chris Pratt delivers a standout performance as Keats, adding depth and humor to the narrative. The film’s rich visual effects and evocative score by Alan Silvestri create an immersive experience that resonates emotionally, making “The Electric State” a must-watch for science fiction enthusiasts and fans of compelling storytelling. ￼ ￼ ￼",5
" The one thing I kept asking myself during the movie was, ""Who is the target audience?"" Conceptually, it had the potential for a twisted, fun adult (R-rated) version. But the story was so basic in its telling, with a mostly failed attempt to be heartwarming, that I kept thinking maybe it’s aimed at 10 to 13-year-olds. If that’s the case, why bog it down with ""being a dick"" comments, middle fingers (the same joke could have worked with characters sticking out their tongues), and references to ""8 inches""? Plus, there was too much death and violence for a younger audience and not enough substance for an older one. So disappointing! I surprisingly found myself yearning for Transformers-level cringe when the dialogue only landed about half the time.

You know a movie has problems when you're still thinking, ""This has potential,"" 50 minutes in. People have commented on Millie Bobby Brown’s age and how she looks older now (because she is) - she looks great (reminds me of Alyssa Milano), but every bit a 20+ year old vs in High School, which throws the balance off even more. I kept hoping for an ET vibe but even the outcome felt hollow.

By the second half, I was working on my laptop because it didn’t really demand much attention. And when it ended, I just kept wondering; who exactly is this for?",2
"Great robot movie…watched it with my son we both loved it!!

So GLAD i didn’t listen to the critics!  Definitely took me back to my 90’s when everything was a whole lot better than these days… Glad history does repeat 😜🩷🩷🩷

I guess people are looking for trashy and this is definitely not.
",5
Whenever the critics rate a movie badly and the audience score is pretty good. You know the movie will be a good one. Critics are worthless. Was a solid watch with great CGI,5
"Electric State is a visually amazing movie with a cool mix of sci-fi and emotion, following a girl and her robot in a world that feels both eerie and beautiful. The story is a little slow at times, but the stunning scenery and heartfelt moments make it worth the watch.",5
I almost didn't watch this because of the critics. This was a great movie all around.  What do the critics even want? Is it possible to please these guys? ,5
